start	end	text
0	11000	マディウェブポッドキャストは、マディの意味が泥であるように ウェブフロントエンドの開発現場における泥臭い話などから学びを得ることを目的とし、
11000	24000	実際に明日から使えるかもしれないウェブフロントエンド知識や技術を 参加者の皆様と共有し合うことを通して、フロントエンド海外の役に立てるように思いを込めて発信しています。
25000	29000	はい、それではマディウェブポッドキャストを始めていきたいと思います。
29000	36000	本日はですね、フィグマからコンポーネントの自動生成についてということでお話ししていきたいと思います。
36000	42000	本日ゲストにお越しいただいております黒沢拓さんこと黒沢拓真さんです。
42000	44000	どうもよろしくお願いします。
44000	45000	よろしくお願いします。
45000	49000	すいません、軽く聞いている方に自己紹介の方よろしくお願いします。いいですか?
49000	52000	はい、黒沢拓真と申します。
52000	56000	普段はAI事業本部というところで所属していまして、
56000	62000	フロントエンドの開発だったりバックエンドの開発だったりというのを担当しているエンジニアになります。
62000	73000	今回MOKUMOKUというイベントでフィグマからビューのコードを自動生成というところで検証させていただいた内容を今日お話しできたらなと思いますのでよろしくお願いします。
73000	74000	はい、ありがとうございます。
74000	78000	入社はバックエンドで入られたんですよね。
78000	82000	それまで入る前はフロントエンドで希望していたって聞いたんですけども。
82000	83000	そうですそうです。
83000	89000	就活してた時代はフロントエンドエンジニアとして就活してたんですけど、
89000	98000	CAのテック道場というインターンで内定が決まったので、サーバーサイドエンジニアとして入社はしたって感じですね。
98000	99000	なるほど。
99000	103000	じゃあもうフロントもバックエンドも両方二刀流ということで。
103000	105000	そうですね、二刀流。
105000	117000	バックエンドに主軸は置いてるんですけど、もともといったプロダクトの方でフロントエンドをメインでやらせてもらってたっていうのもあるので、ちょっと二刀流でやらせていただいてます。
117000	127000	すみません、改めて今回フィグマからコンポーネントを自動で生成するお話だったんですけども、先ほどのMOKUMOKU、これ社内イベントでしたよね。
127000	128000	そうです。
128000	132000	というのはどんなものだったかちょっと教えていただいてもよろしいでしょうか。
132000	141000	MOKUMOKU、これPOCって呼ばれる、いわゆる概念検証って呼ばれるものですね。
141000	161000	POCをするとかよく言いますけど、あれをエンジニアとクリエイター向けにPOCをしつつ、MOKを作って世の中にどのくらい考えてるアイデアみたいなものが実装可能なのかみたいなところをコンテキストで競い合おうみたいなもので立ち上がったイベントになってます。
162000	172000	全2回開催されてまして、今回フィグマの検証したのは第2回の時に発表した内容になります。
172000	183000	なるほど、実はこれ僕も1回目に参加してて、2回目に出てないんですけど、結構あれですよね、3日間、何日間でしたっけ、集中して開発やって、8日間みたいな感じですよね。
183000	195000	そうです。結構ハッカスに近いような形で、1人のチームとかもあったりするんですけど、2週間くらいでMOKを作ってもらって発表するみたいな感じですね。
195000	199000	その中でやったのがフィグマからPOD自動生成。
199000	200000	そうです。
200000	203000	どうしてこれの課題を選んだんですか?
203000	218000	もともとプロダクトでフィグマを使ってたのと、あとはVueを使ってて、CSSを各このエンジニア、フロントエンドエンジニアっていうのがメインで貼れる人が2人ぐらいしか当てられてなくて、
218000	223000	基本バックエンドエンジニアとかが頑張ってフルスタックに開発していくみたいなチーム組織だったんで、
223000	235000	できればデザインをフィグマで作ったらコンポーネントができるみたいな世界線ができれば、メインでフロントに貼る人が少なかったとしても結構回るんじゃないかなって思ってて、
235000	248000	そこでフィグマからPOD自動生成ってどのくらい実現可能性あるんだろうかみたいなのを検証すれば、ちょうどプロダクトでやりたいことにも下ろせるなと思ってやった感じですね。
248000	256000	なるほどですね。じゃあ結構事業って普段の仕事のところの環境からそういう課題を見つけて始めたということなんですね。
264000	271000	フィグマからこのPOD自動生成って話題になってますけども、実際にやったこととして具体的に言うとどんなことをやられたんですか?
271000	284000	実際にやったことっていうのはサービスを3つ取り上げまして、そこから生成されるビューのコードがどんなものかっていうのを実際に触ってみたみたいな感じになるんですけど、
284000	295000	具体的には今回取り上げたのがOverlayっていうツールと、あとテレポートHQか、とAnimaっていうのを取り上げたんですけど、
296000	301000	それぞれはフィグマに特化するツールってことですか?
301000	305000	そうです。フィグマプラグインに該当するのかなと思います。
305000	309000	例えばOverlayだとどんなプラグインなんでしょうか?
